Households,Population,Total_rooms,Total_bedrooms,Longitude,Latitude,Median_income,Median_house_value,Ocean_proximity
263,729,729,265,-122.02,37.84,7.7072,443800,NEAR BAY
1735,3792,3792,1852,-118.13,33.95,3.1104,230000,<1H OCEAN
648,1894,1894,662,-119.75,36.8,2.197,74500,INLAND
431,1409,1409,469,-118.31,34.02,2.2981,112100,<1H OCEAN
407,1034,1034,426,-117.3,33.07,6.4247,295100,NEAR OCEAN
536,1300,1300,579,-121.74,38.55,1.6435,148500,INLAND
1224,3704,3704,1279,-121.59,37.02,4.4233,228600,INLAND
185,548,548,171,-122.08,37.63,3.7614,176000,NEAR BAY
345,879,879,342,-117.12,32.8,3.8125,166300,NEAR OCEAN
364,1060,1060,381,-122.7,38.33,3.0078,160400,<1H OCEAN
1436,4101,4101,1517,-119.01,35.31,2.1006,74800,INLAND
324,1258,1258,328,-121.06,37.86,2.683,169400,INLAND
516,1767,1767,588,-118.28,33.73,2.1935,243200,NEAR OCEAN
620,2268,2268,637,-120.64,37.38,2.567,70400,INLAND
380,883,883,426,-117.1,32.76,4.2813,270800,NEAR OCEAN
318,933,933,340,-115.53,32.97,2.4063,70700,INLAND
304,689,689,327,-117.14,32.74,3.125,172700,NEAR OCEAN
240,607,607,309,-120.76,38.47,3.5,123800,INLAND
486,923,923,913,-116.48,33.94,1.8,81000,INLAND
553,1753,1753,560,-121.87,37.27,5.0292,269400,<1H OCEAN
379,1283,1283,371,-118.72,34.28,5.5955,217700,<1H OCEAN
714,2071,2071,751,-121.34,38.03,4.4063,130800,INLAND
581,1757,1757,594,-118.52,34.2,4.3571,199800,<1H OCEAN
107,185,185,131,-121.91,37.3,3.625,265000,<1H OCEAN
163,597,597,166,-118.11,33.91,4.9609,186700,<1H OCEAN
365,978,978,356,-117.87,33.77,8.0784,320300,<1H OCEAN
168,496,496,181,-117.95,33.82,4.3269,224700,<1H OCEAN
158,443,443,213,-124.03,40.45,2.6094,71300,<1H OCEAN
189,393,393,195,-122.28,37.86,3.8594,196400,NEAR BAY
594,2399,2399,616,-118.16,33.9,2.7339,156700,<1H OCEAN
806,2248,2248,794,-118.32,33.74,10.1357,500001,NEAR OCEAN
816,1224,1224,938,-118.37,34.08,3.2149,300000,<1H OCEAN
345,891,891,349,-122.07,37.33,8.0158,420000,<1H OCEAN
340,998,998,350,-119.27,36.39,4.3281,145700,INLAND
240,517,517,310,-120.4,38.06,2.6544,128100,INLAND
550,1576,1576,570,-117.98,33.77,3.6333,169800,<1H OCEAN
394,1193,1193,477,-122.31,37.57,4.6371,271100,NEAR OCEAN
308,687,687,273,-117.09,32.98,2.3182,268800,<1H OCEAN
309,658,658,329,-117.79,33.56,7.866,500001,<1H OCEAN
144,573,573,165,-121.27,37.95,1.7212,59000,INLAND
659,1094,1094,903,-117.01,33.75,1.8015,105100,INLAND
435,1337,1337,481,-121.62,39.09,3.8534,99700,INLAND
545,1546,1546,528,-117.82,34.12,5.27,209400,INLAND
923,2662,2662,1032,-117.14,33.12,4.9005,264000,<1H OCEAN
374,1171,1171,357,-118.33,33.69,4.7216,311900,NEAR OCEAN
659,1740,1740,792,-121.48,38.5,1.3679,70300,INLAND
502,1351,1351,525,-120.68,35.48,2.7798,205800,<1H OCEAN
2152,5495,5495,2222,-118.8,34.19,8.6499,500001,<1H OCEAN
365,1068,1068,479,-120.3,35.1,4.5461,270800,<1H OCEAN
237,630,630,238,-122.19,37.76,1.925,74100,NEAR BAY
469,1374,1374,493,-118.35,34.05,2.0984,158000,<1H OCEAN
181,2862,2862,201,-118.17,34.06,2.1845,123800,<1H OCEAN
293,469,469,355,-117.7,33.57,3.6196,119900,<1H OCEAN
356,891,891,331,-118.37,33.87,6.5755,359900,<1H OCEAN
408,1267,1267,450,-121.0,39.23,4.0426,191700,INLAND
638,1325,1325,699,-120.82,35.31,2.5172,293900,NEAR OCEAN
333,1077,1077,322,-122.46,40.52,5.2149,146500,INLAND
247,921,921,268,-122.41,37.64,4.4464,215400,NEAR OCEAN
521,1832,1832,487,-119.03,34.23,5.2773,250800,<1H OCEAN
307,905,905,319,-119.73,34.35,4.375,335200,NEAR OCEAN
232,946,946,240,-118.1,33.96,4.0357,162500,<1H OCEAN
629,2053,2053,718,-122.87,38.68,3.7352,228000,<1H OCEAN
367,669,669,391,-122.27,37.88,3.5417,287500,NEAR BAY
395,1501,1501,417,-117.47,33.94,3.2311,105600,INLAND
228,595,595,225,-118.41,34.19,3.6625,190700,<1H OCEAN
675,2221,2221,676,-121.84,37.21,8.3792,418300,<1H OCEAN
261,867,867,270,-115.37,32.82,1.9375,80900,INLAND
356,754,754,347,-120.99,37.66,2.9137,106000,INLAND
335,935,935,330,-122.41,37.74,4.1552,240900,NEAR BAY
286,1037,1037,317,-120.75,37.37,2.4964,88800,INLAND
500,2077,2077,502,-118.14,34.02,2.6,180600,<1H OCEAN
443,1155,1155,458,-118.12,33.81,4.6087,224600,<1H OCEAN
2832,7608,7608,2979,-121.35,38.7,3.5802,129600,INLAND
315,855,855,464,-117.13,34.39,3.4183,104100,INLAND
763,1870,1870,845,-121.32,38.61,2.774,190200,INLAND
493,1278,1278,526,-118.28,34.24,4.45,263600,<1H OCEAN
244,807,807,226,-121.31,38.67,4.1563,135700,INLAND
75,163,163,64,-122.52,37.92,14.5833,500001,NEAR BAY
1061,2919,2919,1117,-118.51,34.11,13.947,500001,<1H OCEAN
1252,3806,3806,1452,-118.45,34.07,1.3125,350000,<1H OCEAN
579,1581,1581,787,-119.16,34.95,3.0882,148200,INLAND
234,871,871,238,-117.78,33.88,6.6678,301900,<1H OCEAN
281,781,781,263,-117.31,33.16,5.6605,224400,NEAR OCEAN
393,1367,1367,418,-118.3,33.95,1.5078,99600,<1H OCEAN
441,1661,1661,529,-118.15,34.16,2.2765,146600,<1H OCEAN
997,1086,1086,1256,-118.25,34.05,0.8131,275000,<1H OCEAN
312,1052,1052,341,-120.41,37.16,2.0809,95800,INLAND
27,37,37,24,-122.39,37.74,10.2264,225000,NEAR BAY
349,894,894,354,-118.15,33.84,7.6526,481300,<1H OCEAN
371,1442,1442,415,-122.41,37.75,4.2891,230000,NEAR BAY
1858,4773,4773,2041,-117.33,33.17,4.0791,281300,NEAR OCEAN
452,1462,1462,504,-120.45,34.66,4.7875,198300,NEAR OCEAN
440,1025,1025,480,-121.29,37.97,1.2962,110200,INLAND
972,1914,1914,1010,-121.94,37.31,3.7632,307000,<1H OCEAN
156,326,326,131,-118.42,34.03,4.5278,374300,<1H OCEAN
199,633,633,228,-120.24,38.01,3.125,148600,INLAND
165,447,447,175,-122.18,37.76,3.9063,93800,NEAR BAY
312,633,633,459,-122.63,38.96,1.75,64000,INLAND
384,1404,1404,390,-117.81,33.81,8.9257,431800,<1H OCEAN
33,66,66,48,-118.42,34.2,1.0,187500,<1H OCEAN
279,1146,1146,297,-121.8,37.34,5.2088,231400,<1H OCEAN
448,1015,1015,674,-122.86,39.08,2.0417,78800,INLAND
1742,3276,3276,1744,-122.26,37.86,1.6307,253600,NEAR BAY
340,1786,1786,349,-118.26,34.02,2.131,136500,<1H OCEAN
263,731,731,269,-122.09,37.7,6.005,263900,NEAR BAY
434,1099,1099,505,-117.91,33.66,3.225,193800,<1H OCEAN
487,1196,1196,547,-118.06,34.11,3.0854,248700,INLAND
353,942,942,358,-118.09,34.16,5.0393,321100,INLAND
349,811,811,349,-122.29,37.54,4.9464,282400,NEAR OCEAN
411,1370,1370,415,-117.95,34.06,4.6312,184800,<1H OCEAN
2207,6187,6187,2704,-118.75,34.18,6.6122,357600,NEAR OCEAN
211,691,691,194,-118.09,33.98,3.6875,169500,<1H OCEAN
358,1168,1168,374,-118.26,33.97,1.4625,94200,<1H OCEAN
308,1030,1030,327,-123.17,39.18,5.9585,214900,<1H OCEAN
530,1678,1678,585,-117.34,34.49,3.2941,98300,INLAND
580,1345,1345,664,-120.94,40.14,1.5774,58000,INLAND
272,857,857,268,-116.92,32.8,3.5586,160400,<1H OCEAN
403,718,718,406,-122.68,38.46,2.3929,141300,<1H OCEAN
398,1274,1274,387,-118.08,33.95,4.8304,160600,<1H OCEAN
243,719,719,260,-117.91,33.83,3.0288,161400,<1H OCEAN
453,1557,1557,503,-118.2,34.12,2.9194,162000,<1H OCEAN
374,1050,1050,482,-122.51,38.76,4.0435,132600,INLAND
562,1606,1606,573,-117.82,34.13,6.1321,309700,INLAND
813,1248,1248,847,-122.43,37.79,7.2623,500001,NEAR BAY
419,1108,1108,435,-119.04,36.07,2.2277,78000,INLAND
447,1230,1230,422,-117.94,34.06,3.6648,193900,<1H OCEAN
481,1487,1487,512,-121.38,36.84,3.6354,221200,INLAND
498,2031,2031,503,-121.76,36.77,2.3384,121000,<1H OCEAN
671,1698,1698,681,-121.35,37.97,3.1406,93900,INLAND
322,760,760,350,-121.83,37.02,2.9559,288400,<1H OCEAN
560,1454,1454,641,-117.83,33.67,3.7976,275000,<1H OCEAN
238,674,674,234,-120.27,37.11,2.6694,75900,INLAND
188,565,565,208,-117.08,33.12,1.875,114300,<1H OCEAN
366,1888,1888,365,-118.18,33.9,3.5461,146400,<1H OCEAN
1025,2470,2470,1085,-118.16,33.78,2.3317,222500,NEAR OCEAN
899,2296,2296,894,-118.1,34.17,3.4811,300500,INLAND
655,1795,1795,737,-118.18,34.12,2.369,173400,<1H OCEAN
375,1117,1117,393,-120.43,34.9,4.1058,164000,<1H OCEAN
298,1296,1296,296,-119.43,36.61,2.4219,65800,INLAND
252,1153,1153,241,-118.19,33.92,3.305,115800,<1H OCEAN
53,147,147,69,-118.12,34.23,3.9583,162500,INLAND
228,782,782,221,-117.96,33.71,4.5962,304500,<1H OCEAN
522,1247,1247,601,-121.27,38.65,2.9016,159800,INLAND
626,1768,1768,715,-121.47,38.13,2.2619,123500,INLAND
455,1143,1143,478,-122.49,37.79,6.1407,500001,NEAR BAY
668,2033,2033,812,-118.46,35.12,3.2405,85500,INLAND
135,443,443,156,-117.57,33.87,2.3333,122800,INLAND
186,488,488,184,-122.23,37.8,1.9375,126600,NEAR BAY
290,802,802,314,-118.36,33.86,5.0784,295900,<1H OCEAN
316,1216,1216,283,-117.71,34.08,2.5972,134300,INLAND
269,823,823,237,-117.18,32.84,4.2768,167800,NEAR OCEAN
357,1026,1026,379,-117.07,32.63,3.455,156900,NEAR OCEAN
201,539,539,217,-123.12,40.54,1.8696,61500,INLAND
357,748,748,360,-118.36,34.07,4.7019,411100,<1H OCEAN
810,3151,3151,890,-118.46,34.29,3.0526,183300,<1H OCEAN
122,416,416,126,-121.97,37.87,13.4883,500001,INLAND
299,812,812,345,-119.25,36.32,2.75,72200,INLAND
278,729,729,298,-118.32,33.8,3.1648,244800,<1H OCEAN
562,1208,1208,605,-121.96,37.24,5.4683,430900,<1H OCEAN
56,143,143,63,-120.24,39.67,3.625,68600,INLAND
1063,3916,3916,1180,-118.16,33.79,2.4,153700,NEAR OCEAN
1327,3409,3409,1589,-119.09,34.24,5.3806,452100,<1H OCEAN
667,2144,2144,690,-118.13,34.02,2.3359,189300,<1H OCEAN
292,571,571,300,-122.28,37.87,2.2788,182300,NEAR BAY
404,1137,1137,416,-117.79,33.68,7.2118,311500,<1H OCEAN
267,676,676,269,-122.31,37.53,4.6125,361700,NEAR OCEAN
562,1341,1341,598,-117.17,32.69,4.5189,422200,NEAR OCEAN
284,740,740,324,-122.08,37.69,2.8512,181000,NEAR BAY
138,349,349,130,-117.65,34.06,2.0893,112500,INLAND
342,1072,1072,382,-118.04,34.13,6.0878,430200,INLAND
508,1763,1763,524,-118.47,34.42,5.2887,183000,<1H OCEAN
798,1492,1492,873,-117.24,32.8,2.9258,234800,NEAR OCEAN
654,1760,1760,640,-116.98,33.94,3.4545,89800,INLAND
358,1156,1156,352,-121.13,36.21,3.1929,137900,<1H OCEAN
1235,2930,2930,1249,-122.24,37.73,4.5213,228400,NEAR BAY
828,2277,2277,818,-118.15,34.1,3.1211,229300,<1H OCEAN
926,2256,2256,1069,-121.38,38.64,2.1472,143400,INLAND
401,1883,1883,406,-117.04,32.58,5.0311,152100,NEAR OCEAN
291,848,848,286,-122.06,37.65,3.8036,158200,NEAR BAY
330,1150,1150,358,-121.65,36.77,4.7969,227500,<1H OCEAN
637,2209,2209,652,-117.96,33.67,7.0173,382100,<1H OCEAN
411,1050,1050,416,-121.36,38.73,3.141,220100,INLAND
666,2466,2466,693,-122.47,37.7,3.6588,238600,NEAR OCEAN
438,1603,1603,424,-124.06,40.88,2.5667,139500,NEAR OCEAN
159,537,537,162,-119.84,34.44,4.2404,274300,NEAR OCEAN
152,560,560,204,-122.29,37.81,1.75,75000,NEAR BAY
913,2689,2689,901,-118.29,33.82,3.4375,218800,<1H OCEAN
297,780,780,290,-119.09,36.22,3.4306,74300,INLAND
441,1308,1308,448,-118.09,33.83,5.9265,227300,<1H OCEAN
278,636,636,288,-117.06,32.76,3.2188,150500,NEAR OCEAN
559,1777,1777,597,-121.96,37.58,5.7192,283500,<1H OCEAN
418,946,946,400,-117.91,33.63,2.7264,311100,<1H OCEAN
461,977,977,464,-117.12,32.77,3.125,192200,NEAR OCEAN
21,44,44,178,-120.33,39.3,3.0,175000,INLAND
380,1005,1005,349,-119.69,36.73,7.2211,171700,INLAND
734,1799,1799,881,-121.92,40.52,2.2993,99500,INLAND
57,131,131,146,-123.32,40.43,0.4999,56700,INLAND
488,1578,1578,517,-118.13,33.93,3.1496,191900,<1H OCEAN
567,2450,2450,576,-117.05,32.57,3.1696,138000,NEAR OCEAN
3,9,9,10,-116.76,34.14,0.536,42500,INLAND
331,1011,1011,332,-121.14,37.48,3.7045,128100,INLAND
336,1489,1489,339,-117.66,34.06,1.608,91800,INLAND
885,2147,2147,1031,-122.28,41.38,2.8036,110100,INLAND
636,1871,1871,674,-118.34,33.76,15.0001,500001,NEAR OCEAN
639,1269,1269,682,-122.45,37.77,3.575,500001,NEAR BAY
492,1570,1570,528,-119.7,36.81,2.7159,68000,INLAND
493,1121,1121,520,-121.73,36.5,5.6383,377000,<1H OCEAN
235,738,738,247,-118.46,34.26,5.0947,210300,<1H OCEAN
375,1089,1089,396,-118.25,34.22,5.5362,301200,<1H OCEAN
577,1234,1234,635,-118.41,34.03,5.1637,500001,<1H OCEAN
568,1614,1614,606,-121.82,38.01,3.4722,127000,INLAND
2552,7732,7732,2602,-117.95,33.98,5.6716,330400,<1H OCEAN
247,1425,1425,308,-119.97,36.57,2.0313,69400,INLAND
881,3287,3287,902,-118.27,33.8,4.8508,215900,<1H OCEAN
460,1673,1673,457,-117.11,32.71,1.7,85900,NEAR OCEAN
622,2634,2634,623,-121.82,37.32,3.135,231400,<1H OCEAN
275,909,909,271,-118.06,33.91,4.6731,173300,<1H OCEAN
581,1335,1335,609,-120.42,37.98,2.5129,115900,INLAND
391,1530,1530,441,-119.76,36.71,1.5611,44400,INLAND
627,2357,2357,695,-118.29,33.95,1.9655,102300,<1H OCEAN
524,1628,1628,565,-122.41,37.77,2.6083,193800,NEAR BAY
419,643,643,494,-117.16,32.75,1.9637,137500,NEAR OCEAN
402,1133,1133,432,-123.32,39.42,2.3906,92600,<1H OCEAN
251,644,644,245,-122.33,37.56,10.0743,500001,NEAR OCEAN
360,746,746,355,-117.23,32.78,4.6293,356500,NEAR OCEAN
665,2286,2286,678,-118.05,33.83,5.7018,286700,<1H OCEAN
800,1953,1953,833,-118.46,34.02,2.6639,233300,<1H OCEAN
395,884,884,415,-121.45,38.53,2.1679,75400,INLAND
391,1345,1345,389,-118.16,34.18,1.8932,136100,<1H OCEAN
413,1243,1243,441,-118.57,34.18,6.5304,439800,<1H OCEAN
762,1657,1657,727,-122.07,37.37,4.8021,457500,NEAR BAY
275,826,826,269,-122.06,37.33,8.248,498800,<1H OCEAN
244,560,560,270,-121.02,37.09,2.0216,112500,INLAND
1141,3678,3678,1263,-118.31,34.09,2.0,240600,<1H OCEAN
199,620,620,214,-119.95,36.8,3.4297,112500,INLAND
444,1925,1925,512,-119.78,36.75,1.4635,46600,INLAND
168,1436,1436,146,-119.12,34.25,3.5625,194100,NEAR OCEAN
1285,3845,3845,1311,-117.57,34.02,4.6727,158900,INLAND
403,1056,1056,390,-121.67,39.14,3.6111,112300,INLAND
377,1172,1172,420,-117.15,34.04,7.5822,283100,INLAND
475,1946,1946,489,-121.82,37.28,5.0709,176400,<1H OCEAN
1113,3716,3716,1165,-117.6,33.87,4.2721,150300,INLAND
367,850,850,384,-117.62,33.43,2.7545,231300,NEAR OCEAN
709,1279,1279,775,-122.41,37.8,5.4378,500001,NEAR BAY
956,2309,2309,986,-120.67,35.3,2.2165,231700,NEAR OCEAN
613,1660,1660,718,-121.3,38.59,2.1116,89600,INLAND
369,1558,1558,370,-117.05,32.58,5.3072,132700,NEAR OCEAN
539,1524,1524,518,-120.48,34.7,4.3162,136400,NEAR OCEAN
479,1304,1304,497,-116.96,33.94,1.4063,81900,INLAND
349,973,973,360,-118.27,34.16,3.6587,321200,<1H OCEAN
642,2018,2018,675,-121.98,38.37,2.8438,111500,INLAND
559,1139,1139,586,-117.87,34.14,2.9375,209200,INLAND
776,2959,2959,779,-118.2,33.96,3.1875,171700,<1H OCEAN
462,1638,1638,585,-122.36,37.94,1.822,79700,NEAR BAY
253,725,725,250,-121.87,37.22,7.6933,405900,<1H OCEAN
579,1130,1130,592,-117.33,33.23,2.5872,155600,NEAR OCEAN
916,2616,2616,956,-122.01,37.03,5.9039,355300,NEAR OCEAN
517,813,813,1130,-122.01,37.4,3.7614,137500,<1H OCEAN
203,1197,1197,200,-118.42,34.28,3.2865,133300,<1H OCEAN
562,1051,1051,566,-122.43,37.76,2.8458,350000,NEAR BAY
739,1939,1939,804,-116.95,33.78,1.7303,74000,INLAND
1100,3918,3918,1241,-121.54,36.7,3.525,201700,<1H OCEAN
333,642,642,319,-121.02,39.23,1.4241,125000,INLAND
380,992,992,361,-124.17,40.76,2.8056,82800,NEAR OCEAN
568,1588,1588,624,-118.1,33.86,4.3397,268100,<1H OCEAN
228,797,797,231,-119.8,36.73,1.7011,44800,INLAND
239,1015,1015,249,-117.94,34.03,4.0521,151800,<1H OCEAN
329,814,814,326,-118.35,34.17,4.4408,216000,<1H OCEAN
170,443,443,174,-121.29,38.76,6.0097,187500,INLAND
453,1210,1210,499,-121.32,38.65,3.0952,157700,INLAND
923,1468,1468,905,-118.51,34.03,3.8571,500001,<1H OCEAN
1053,2086,2086,1110,-122.25,37.77,2.975,243400,NEAR BAY
351,862,862,396,-120.71,38.73,2.9219,141300,INLAND
521,2063,2063,566,-118.28,33.97,1.9219,107000,<1H OCEAN
703,2037,2037,811,-122.11,37.67,3.0645,165400,NEAR BAY
548,1200,1200,662,-117.05,32.77,1.8899,147700,NEAR OCEAN
1238,3793,3793,1281,-119.12,34.38,4.075,237900,<1H OCEAN
920,2901,2901,971,-117.98,33.78,3.2636,180200,<1H OCEAN
625,1441,1441,658,-119.77,36.77,2.0564,64700,INLAND
1153,1930,1930,1227,-122.03,37.35,3.5154,311400,<1H OCEAN
331,887,887,354,-122.32,37.95,2.5769,146100,NEAR BAY
337,1179,1179,375,-118.08,33.93,3.2188,165100,<1H OCEAN
695,1693,1693,744,-118.6,34.15,6.14,361900,<1H OCEAN
275,799,799,276,-122.44,37.66,4.7639,265600,NEAR OCEAN
1257,3093,3093,1374,-118.01,33.83,2.5577,202300,<1H OCEAN
386,1054,1054,362,-118.35,33.88,3.2594,233900,<1H OCEAN
468,1998,1998,507,-121.01,37.64,1.9013,69900,INLAND
440,1182,1182,463,-118.46,34.27,2.6193,172300,<1H OCEAN
247,671,671,256,-122.42,37.62,4.4091,317900,NEAR OCEAN
418,971,971,481,-118.35,33.86,4.3859,271300,<1H OCEAN
